reference,Category,NCSP Category (Search output),Parameter  (Search output),First,Second,Sub-category,reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,Food Search Output (Code),Food Search Output (Description),Number of alerts,COMMENT ON FOOD CLASSIFICATION,COMMENT ON PARAMETER CLASSIFICATION,Amended FoodEx2 Code,Amended FoodEx2 Description
2024.0721,Contaminants,PFAS,Dioxins and PCBs,perfluoro|PFAS|PFOS|PFNA|PFHxS|PFOA,,Halogenated persistent organic pollutants,2024.0721,bivalve molluscs and products thereof,food,PFOA in bivalve molluscs (paphia undulata).,01-02-2024 14:13:03,Netherlands,information notification for follow-up,serious,"Belgium,France,Germany,Luxembourg","Belgium,France,Germany,Luxembourg,Netherlands","Belgium,France,Germany,Luxembourg","Netherlands,Thailand",Thailand,perfluorooctanoic acid (PFOA),A02GM,Molluscs,1,,,,
2023.8996,Contaminants,PFAS,Dioxins and PCBs,perfluoro|PFAS|PFOS|PFNA|PFHxS|PFOA,,Halogenated persistent organic pollutants,2023.8996,milk and milk products,food,PFOS in skim milk concentrate from the United Kingdom,29-12-2023 16:12:27,Netherlands,information notification for attention,potential risk,Netherlands,"INFOSAN,United Kingdom",Netherlands,"Netherlands,United Kingdom",United Kingdom,perfluorooctane sulphonic acid (PFOS),A02LV,Cow milk,1,,,,
2023.8403,Contaminants,PFAS,Dioxins and PCBs,perfluoro|PFAS|PFOS|PFNA|PFHxS|PFOA,,Halogenated persistent organic pollutants,2023.8403,meat and meat products (other than poultry),food,PFOS in bovine meat from Belgium,06-12-2023 15:43:12,Belgium,information notification for follow-up,not serious,"Belgium,Bulgaria,Czech Republic,France,Germany,Gibraltar,Hungary,Luxembourg,Netherlands,Portugal,Romania,Slovakia,Spain","Bulgaria,Czech Republic,France,Hungary,Netherlands,Portugal,Romania,Slovakia","Belgium,Bulgaria,France,Germany,Hungary,Luxembourg,Netherlands,Portugal,Romania,Slovakia,Spain","Belgium,Hungary,Luxembourg,Netherlands,Romania,Spain",Belgium,perfluorooctane sulphonic acid (PFOS),A01QV,Bovine muscle,1,,,,
2023.8228,Contaminants,PFAS,Dioxins and PCBs,perfluoro|PFAS|PFOS|PFNA|PFHxS|PFOA,,Halogenated persistent organic pollutants,2023.8228,milk and milk products,food,PFOS in Skim milk concentrate from United Kingdom,29-11-2023 10:10:51,Netherlands,information notification for attention,potential risk,Netherlands,"INFOSAN,Netherlands,United Kingdom",,"Netherlands,United Kingdom",United Kingdom,perfluorooctane sulphonic acid (PFOS),A04NN,"Milk, whey and cream",1,,,,
2023.8121,Contaminants,PFAS,Dioxins and PCBs,perfluoro|PFAS|PFOS|PFNA|PFHxS|PFOA,,Halogenated persistent organic pollutants,2023.8121,meat and meat products (other than poultry),food,PFOS in bovine meat from Belgium,23-11-2023 17:40:41,Belgium,information notification for follow-up,not serious,"Belgium,Bulgaria,Czech Republic,France,Germany,Hungary,Luxembourg,Netherlands,Portugal,Romania,Slovakia,Spain","France,Ghana,Netherlands","Belgium,Bulgaria,Czech Republic,France,Germany,Ghana,Hungary,Luxembourg,Netherlands,Portugal,Romania,Slovakia,Spain","Belgium,France,Hungary,Luxembourg,Netherlands",Belgium,perfluorooctane sulphonic acid (PFOS),A01QV,Bovine muscle,1,,,,
2023.8592,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Cadmium,cadmi,migration|release,Undesirable substances,2023.8592,food contact materials,food contact material,"Migration of cadmium from porcelain plate from China, via Greece",13-12-2023 16:56:40,Cyprus,alert notification,serious,"Cyprus,Greece","China,INFOSAN",Greece,"China,Cyprus,Greece",China,cadmium  migration,A0C5Z,Food contact materials,1,,,,
2023.6731,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Cadmium,cadmi,migration|release,Undesirable substances,2023.6731,food contact materials,food contact material,Cadmium and lead migration from a decorated Cappuccino glass,04-10-2023 17:40:31,Slovakia,information notification for attention,potentially serious,,,,Slovakia,unknown origin,"cadmium  migration,lead  migration",A0C5Z,Food contact materials,1,,,,
2024.404,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2024.404,food contact materials,food contact material,Migration of lead from the lip rim of ceramic mug from China.,24-05-2024 13:15:58,Finland,border rejection notification,serious,Finland,,,"China,Finland",China,lead  migration,A0C5Z,Food contact materials,1,,,,
2024.3877,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2024.3877,food contact materials,food contact material,Migration of lead from drinking rim of children´s enamel mug from China via UK,17-05-2024 10:05:21,Finland,border rejection notification,serious,,"China,United Kingdom",United Kingdom,"China,Finland,United Kingdom",China,lead  high content,A0C5Z,Food contact materials,1,,,,
2024.3843,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2024.3843,food contact materials,food contact material,"Release of lead from granite ice cubes of unknown origin, via Austria",04-06-2024 15:46:01,Germany,information notification for attention,potential risk,Germany,,,Austria,,lead,A0C5Z,Food contact materials,1,,,,
2024.3175,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2024.3175,food contact materials,food contact material,Migration of lead from drinking rim of children´s enamel mug from Serbia via Croatia.,19-04-2024 15:12:03,Finland,information notification for follow-up,potential risk,"Denmark,Estonia,Finland,Germany,Latvia,Lithuania,Norway,Sweden,United Kingdom","Croatia,Denmark,Estonia,Finland,Sweden","Estonia,Finland,Serbia","Croatia,Estonia,Finland,Serbia",Serbia,lead  migration,A0C5Z,Food contact materials,1,,,,
2023.8554,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2023.8554,food contact materials,food contact material,migration of lead from bamboo dinnerware set from China,12-12-2023 17:53:51,France,information notification for attention,serious,France,"China,INFOSAN",,"China,France",China,lead  migration,A0C5Z,Food contact materials,1,,,,
2023.8453,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2023.8453,food contact materials,food contact material,Migration of lead in Red plastic cups from Turkey,07-12-2023 16:39:04,Italy,information notification for attention,potentially serious,,,,"Italy,Türkiye",Türkiye,lead  migration,A0C5Z,Food contact materials,1,,,,
2023.7178,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2023.7178,food contact materials,food contact material,Migration of lead and nickel from stainless steel drinking bottle from Italy,20-10-2023 16:49:41,Germany,information notification for follow-up,potential risk,Germany,,"China,Italy","China,Germany,Italy",Italy,"lead  migration,nickel  migration",A0C5Z,Food contact materials,1,,,,
2023.6731,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2023.6731,food contact materials,food contact material,Cadmium and lead migration from a decorated Cappuccino glass,04-10-2023 17:40:31,Slovakia,information notification for attention,potentially serious,,,,Slovakia,unknown origin,"cadmium  migration,lead  migration",A0C5Z,Food contact materials,1,,,,
2023.5285,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Lead,\blead\b,migration|release,Undesirable substances,2023.5285,food contact materials,food contact material,migration of lead from metal enamel plate from China via The Netherlands,03-08-2023 16:48:22,Belgium,alert notification,serious,"Belgium,Netherlands",INFOSAN,"Austria,Germany,Netherlands","Belgium,China,Netherlands",China,lead  migration,A0C5Z,Food contact materials,1,,,,
2024.3161,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Nickel,nickel,migration|release,Undesirable substances,2024.3161,food contact materials,food contact material,Elevated PAA and Unstable Nickel Migration Results for Nylon Potato Masher,19-04-2024 11:42:49,Ireland,alert notification,serious,"Ireland,Northern Ireland",INFOSAN,Netherlands,"Ireland,Netherlands,Northern Ireland,United Kingdom",China,"nickel  migration,primary aromatic amines  migration",A0C5Z,Food contact materials,1,,,,
2023.8658,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Nickel,nickel,migration|release,Undesirable substances,2023.8658,food contact materials,food,"Migration of cobalt, nickel and antimony from enamel baking dish from the Netherlands",14-12-2023 16:41:23,Germany,information notification for follow-up,potential risk,"Germany,Netherlands",,Netherlands,"Germany,Netherlands",Netherlands,"antimony  ,cobalt  migration,nickel",A0C5Z,Food contact materials,1,,,,
2023.7178,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Nickel,nickel,migration|release,Undesirable substances,2023.7178,food contact materials,food contact material,Migration of lead and nickel from stainless steel drinking bottle from Italy,20-10-2023 16:49:41,Germany,information notification for follow-up,potential risk,Germany,,"China,Italy","China,Germany,Italy",Italy,"lead  migration,nickel  migration",A0C5Z,Food contact materials,1,,,,
2023.704,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Nickel,nickel,migration|release,Undesirable substances,2023.704,food contact materials,food contact material,Valori di migrazione  specifica di Cromo e Nichel oltre i limiti e corrosione post test in Cucchiai di acciaio inox con manico antiscivolo in Polipropilene origine Cina//Specific migration values of Chromium and Nickel beyond the limits and post test corrosion in Stainless steel spoons with non-slip Polypropylene handle originating from China,16-10-2023 17:24:37,Italy,alert notification,potentially serious,"Croatia,Italy",China,"China,Croatia","China,Italy","China,Italy","chromium  migration,nickel  migration",A0C5Z,Food contact materials,1,,,,
2024.309,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Chromium,chrom|cromo,migration|release,Undesirable substances,2024.309,food contact materials,food contact material,High level of specific migration of Chrome in stainless steel cutlery from China,17-04-2024 14:53:00,Italy,alert notification,serious,Switzerland,,China,"China,Italy",China,chromium  migration,A0C5Z,Food contact materials,1,,,,
2023.7409,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Chromium,chrom|cromo,migration|release,Undesirable substances,2023.7409,food contact materials,food contact material,High specific chromium migration above the limit  in stainless  steel spoons from Cina,30-10-2023 16:51:57,Italy,information notification for follow-up,potential risk,"Italy,Slovenia",China,"China,Slovenia","China,Italy",China,MIGRAZIONE SPECIFICA CROMO MIGRAZIONE SPECIFICA NICHEL,A0C5Z,Food contact materials,1,,,,
2023.704,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Chromium,chrom|cromo,migration|release,Undesirable substances,2023.704,food contact materials,food contact material,Valori di migrazione  specifica di Cromo e Nichel oltre i limiti e corrosione post test in Cucchiai di acciaio inox con manico antiscivolo in Polipropilene origine Cina//Specific migration values of Chromium and Nickel beyond the limits and post test corrosion in Stainless steel spoons with non-slip Polypropylene handle originating from China,16-10-2023 17:24:37,Italy,alert notification,potentially serious,"Croatia,Italy",China,"China,Croatia","China,Italy","China,Italy","chromium  migration,nickel  migration",A0C5Z,Food contact materials,1,,,,
2023.5122,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - Chromium,chrom|cromo,migration|release,Undesirable substances,2023.5122,food contact materials,food contact material,Migrazione globale e migrazione specifica di cromo e manganese in coltelli da bistecca//Global migration and specific migration of chromium and manganese in steak knives,28-07-2023 13:07:40,Italy,alert notification,serious,"Croatia,Germany,Italy,Lebanon,Netherlands",Lebanon,"China,Croatia,Germany,Lebanon,Netherlands,Romania","China,Italy",Italy,"chromium  migration,manganese  migration,migration overall too high level -",A0C5Z,Food contact materials,1,,,,
2024.4263,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - cobalt,Cobalt,migration|release|pan,Undesirable substances,2024.4263,food contact materials,food contact material,Cobalt in frying pan from Türkiye,03-06-2024 12:41:57,France,information notification for attention,serious,France,INFOSAN,,"France,Türkiye",Türkiye,cobalt  migration,A0C5Z,Food contact materials,1,,,,
2023.8658,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - cobalt,Cobalt,migration|release|pan,Undesirable substances,2023.8658,food contact materials,food,"Migration of cobalt, nickel and antimony from enamel baking dish from the Netherlands",14-12-2023 16:41:23,Germany,information notification for follow-up,potential risk,"Germany,Netherlands",,Netherlands,"Germany,Netherlands",Netherlands,"antimony  ,cobalt  migration,nickel",A0C5Z,Food contact materials,1,,,,
2024.1168,Food Contact Materials,Metals and alloys from food contact materials and articles,FCM - cobalt,Copper,migration|release,,2024.1168,food contact materials,food contact material,Migration of copper in spatulas,20-02-2024 15:38:11,Ireland,border rejection notification,potential risk,Ireland,,Canada,Canada,China,copper  migration,A0C5Z,Food contact materials,1,,,,
2024.4694,Food Contact Materials,Primary Aromatic Amines,FCM - PAAs,primary aromatic amine.|\bPAA\b|Diaminotoluene|phenylenediamine|aminobiphenyle|methylenedianiline|aniline|diaminodiphenylmethane|diaminodiphenylmethane,,Primary aromatic amines,2024.4694,food contact materials,food contact material,Migration of primary aromatic amines in nylon kitchen tools from the Netherlands,19-06-2024 10:24:19,Germany,alert notification,serious,Germany,,,Netherlands,Netherlands,,A0C5Z,Food contact materials,1,,,,
2024.4667,Food Contact Materials,Primary Aromatic Amines,FCM - PAAs,primary aromatic amine.|\bPAA\b|Diaminotoluene|phenylenediamine|aminobiphenyle|methylenedianiline|aniline|diaminodiphenylmethane|diaminodiphenylmethane,,Primary aromatic amines,2024.4667,food contact materials,food contact material,"4,4'-Methylene dianiline in spatula from Romania",18-06-2024 11:02:07,France,alert notification,serious,"Belgium,Bulgaria,Czech Republic,France,Germany,Hungary,Italy,Lithuania,Poland,Portugal,Romania,Spain",France,"Belgium,Bulgaria,Czech Republic,Germany,Hungary,Italy,Lithuania,Poland,Portugal,Romania,Spain,Switzerland","France,Poland,Romania,Switzerland",unknown origin,primary aromatic amines  migration,A0C5Z,Food contact materials,1,,,,
2024.4612,Food Contact Materials,Primary Aromatic Amines,FCM - PAAs,primary aromatic amine.|\bPAA\b|Diaminotoluene|phenylenediamine|aminobiphenyle|methylenedianiline|aniline|diaminodiphenylmethane|diaminodiphenylmethane,,Primary aromatic amines,2024.4612,food contact materials,food contact material,"przekroczenie NDP pierwszorzędowych amin aromatycznych z produktu ""Łopatka do gotowania”, kraj pochodzenia: Chiny //Migration of primary aromatic amines from the Cooking Spatula, origin China",14-06-2024 15:00:26,Poland,information notification for follow-up,potentially serious,"Latvia,Poland",,"China,Latvia","China,Poland,Spain",China,primary aromatic amines  migration,A0C5Z,Food contact materials,1,,,,
2024.4105,Food Contact Materials,Primary Aromatic Amines,FCM - PAAs,primary aromatic amine.|\bPAA\b|Diaminotoluene|phenylenediamine|aminobiphenyle|methylenedianiline|aniline|diaminodiphenylmethane|diaminodiphenylmethane,,Primary aromatic amines,2024.4105,food contact materials,food contact material,migration of primary aromatic amines from nylon ladles from Spain,27-05-2024 17:47:38,Belgium,alert notification,potentially serious,"Belgium,Czech Republic,Estonia,France,Germany,Guadeloupe,Italy,Martinique,Netherlands,Portugal,Romania,Réunion,Spain",Spain,"Belgium,Czech Republic,Denmark,Estonia,France,Germany,Italy,Netherlands,Portugal,Romania,Spain","China,Spain",,primary aromatic amines  migration,A0C5Z,Food contact materials,1,,,,
2024.4035,Food Contact Materials,Primary Aromatic Amines,FCM - PAAs,primary aromatic amine.|\bPAA\b|Diaminotoluene|phenylenediamine|aminobiphenyle|methylenedianiline|aniline|diaminodiphenylmethane|diaminodiphenylmethane,,Primary aromatic amines,2024.4035,food contact materials,food contact material,"Migration of 4,4 diaminodiphenylmethane from MISTY Serving spatula 35 cm",24-05-2024 12:36:22,Estonia,information notification for follow-up,potentially serious,"Estonia,Greece,Latvia",Latvia,"Greece,Latvia","China,Estonia,Greece,Latvia",China,primary aromatic amines  migration,A0C5Z,Food contact materials,1,,,,
2024.4027,Food Contact Materials,Primary Aromatic Amines,FCM - PAAs,primary aromatic amine.|\bPAA\b|Diaminotoluene|phenylenediamine|aminobiphenyle|methylenedianiline|aniline|diaminodiphenylmethane|diaminodiphenylmethane,,Primary aromatic amines,2024.4027,food contact materials,food contact material,Migration of Elevated Levels of Primary Aromatic Amines from Skimmer Alpina (origin China,24-05-2024 10:18:27,Estonia,alert notification,serious,Estonia,,Netherlands,"Estonia,Netherlands",China,primary aromatic amines  migration,A0C5Z,Food contact materials,1,,,,
